2026-03-06 15:57:02,127 | INFO | run_ingestion | ============================================================
2026-03-06 15:57:02,127 | INFO | run_ingestion | 🚀 DÉMARRAGE PIPELINE INGESTION
2026-03-06 15:57:02,127 | INFO | run_ingestion | ============================================================
2026-03-06 15:57:02,127 | INFO | run_ingestion | 📂 ÉTAPE 1 : Chargement des documents...
2026-03-06 15:57:02,127 | INFO | loader | 📂 Dossier scanné (récursif) : ./data/raw
2026-03-06 15:57:15,550 | INFO | loader | ✅ Chargé : IBMPolicy_Assessment_and_Compliance751_en.pdf (614 pages/sections)
2026-03-06 15:57:29,321 | INFO | loader | ✅ Chargé : IBMUnstructuredData_Identification_and_Management751_en.pdf (614 pages/sections)
2026-03-06 15:57:33,718 | INFO | loader | ✅ Chargé : a-practical-guide-to-building-agents.pdf (34 pages/sections)
2026-03-06 15:57:37,822 | INFO | loader | ✅ Chargé : understanding-machine-learning-theory-algorithms.pdf (449 pages/sections)
2026-03-06 15:57:37,823 | INFO | loader | 📊 Total documents chargés : 1711
2026-03-06 15:57:37,823 | INFO | run_ingestion | ✅ 1711 pages/sections chargées
2026-03-06 15:57:37,823 | INFO | run_ingestion | 🔍 ÉTAPE 2 : Parsing et nettoyage...
2026-03-06 15:57:37,823 | INFO | parser | 🔍 Parsing de 1711 documents...
2026-03-06 15:57:37,856 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — a-practical-guide-to-building-agents.pdf
2026-03-06 15:57:37,857 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,857 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,858 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,858 | WARNING | parser | ⚠️  Page trop courte ignorée (18 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,858 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,865 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,865 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,882 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,883 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,889 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,894 | WARNING | parser | ⚠️  Page trop courte ignorée (0 chars) — understanding-machine-learning-theory-algorithms.pdf
2026-03-06 15:57:37,895 | INFO | parser | ✅ Parsing terminé : 1699 documents conservés, 12 ignorés
2026-03-06 15:57:37,896 | INFO | run_ingestion | ✅ 1699 documents après nettoyage
2026-03-06 15:57:37,896 | INFO | run_ingestion | ✂️  ÉTAPE 3 : Chunking...
2026-03-06 15:57:37,896 | INFO | chunker | ✂️  Chunking — taille: 512, overlap: 50
2026-03-06 15:57:37,998 | INFO | chunker | ✅ 6042 chunks créés depuis 1699 documents
2026-03-06 15:57:37,999 | INFO | chunker |    📄 IBMPolicy_Assessment_and_Compliance751_en.pdf → 1922 chunks
2026-03-06 15:57:37,999 | INFO | chunker |    📄 IBMUnstructuredData_Identification_and_Management751_en.pdf → 1937 chunks
2026-03-06 15:57:37,999 | INFO | chunker |    📄 a-practical-guide-to-building-agents.pdf → 91 chunks
2026-03-06 15:57:37,999 | INFO | chunker |    📄 understanding-machine-learning-theory-algorithms.pdf → 2092 chunks
2026-03-06 15:57:37,999 | INFO | run_ingestion | ✅ 6042 chunks créés
2026-03-06 15:57:37,999 | INFO | run_ingestion | 🧠 ÉTAPE 4 : Embedding et indexation...
2026-03-06 15:57:37,999 | INFO | embedder | 🚀 Début embedding de 6042 chunks...
2026-03-06 15:57:38,149 | INFO | chromadb.telemetry.product.posthog | Anonymized telemetry enabled. See                     https://docs.trychroma.com/telemetry for more information.
2026-03-06 15:57:38,279 | INFO | embedder | 📦 Chunks déjà dans ChromaDB : 0
2026-03-06 15:57:38,280 | INFO | embedder | 📤 6042 nouveaux chunks à embedder...
2026-03-06 15:57:40,163 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:40,566 | INFO | embedder | ✅ Batch 1/61 — 100 chunks indexés
2026-03-06 15:57:41,341 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:41,827 | INFO | embedder | ✅ Batch 2/61 — 100 chunks indexés
2026-03-06 15:57:42,830 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:43,260 | INFO | embedder | ✅ Batch 3/61 — 100 chunks indexés
2026-03-06 15:57:43,907 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:44,341 | INFO | embedder | ✅ Batch 4/61 — 100 chunks indexés
2026-03-06 15:57:45,125 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:45,438 | INFO | embedder | ✅ Batch 5/61 — 100 chunks indexés
2026-03-06 15:57:46,090 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:46,303 | INFO | embedder | ✅ Batch 6/61 — 100 chunks indexés
2026-03-06 15:57:47,196 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:47,502 | INFO | embedder | ✅ Batch 7/61 — 100 chunks indexés
2026-03-06 15:57:49,365 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:50,117 | INFO | embedder | ✅ Batch 8/61 — 100 chunks indexés
2026-03-06 15:57:51,107 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:51,537 | INFO | embedder | ✅ Batch 9/61 — 100 chunks indexés
2026-03-06 15:57:52,403 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:52,919 | INFO | embedder | ✅ Batch 10/61 — 100 chunks indexés
2026-03-06 15:57:53,717 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:54,142 | INFO | embedder | ✅ Batch 11/61 — 100 chunks indexés
2026-03-06 15:57:55,000 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:55,261 | INFO | embedder | ✅ Batch 12/61 — 100 chunks indexés
2026-03-06 15:57:56,063 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:56,359 | INFO | embedder | ✅ Batch 13/61 — 100 chunks indexés
2026-03-06 15:57:57,311 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:57,650 | INFO | embedder | ✅ Batch 14/61 — 100 chunks indexés
2026-03-06 15:57:58,256 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:57:58,437 | WARNING | embedder | ⚠️  Tentative 1/3 échouée : Expected IDs to be unique, found duplicates of: IBMPolicy_Assessment_and_Compliance751_en.pdf_ff28c88b072a in upsert. — retry dans 2s
2026-03-06 15:58:01,519 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:58:01,919 | WARNING | embedder | ⚠️  Tentative 2/3 échouée : Expected IDs to be unique, found duplicates of: IBMPolicy_Assessment_and_Compliance751_en.pdf_ff28c88b072a in upsert. — retry dans 4s
2026-03-06 15:58:07,288 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-06 15:58:07,652 | ERROR | embedder | ❌ Échec définitif après 3 tentatives : Expected IDs to be unique, found duplicates of: IBMPolicy_Assessment_and_Compliance751_en.pdf_ff28c88b072a in upsert.
2026-03-06 15:58:07,654 | ERROR | embedder | ❌ Batch 15/61 abandonné
2026-03-06 15:58:08,354 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
